,topology,method,gamma,c_clip,eps_iter,eps,sigma,sigma_cor,loss
0,ring,Corr,1e-05,1.0,0.003720956772344013,30.0,-1.0,-1.0,inf
1,ring,Corr,1e-05,1.0,0.00372895660781261,30.042236955213422,6.1508474746496224,78.0,9.854459600929768
2,ring,Corr,1e-05,1.0,0.0037662668926793865,30.23891145938854,8.27998698510526,33.0,9.852208036436274
3,ring,Corr,1e-05,1.0,0.0038205329619016588,30.524055458004945,13.602835761244357,18.0,9.852088653488536
4,ring,Corr,1e-05,1.0,0.003850010074044619,30.67849972540067,16.086831856775937,14.0,9.845888010689926
5,ring,Corr,1e-05,1.0,0.0038458019801349552,30.65647053113061,17.506258197079696,12.0,9.841063780427378
6,ring,Corr,1e-05,1.0,0.0037303842327932363,30.049771917702373,22.474250388142853,4.0,9.834772581982197
7,ring,Corr,1e-05,1.5,0.0037831045344436398,30.327500321357697,9.226271211974433,110.0,9.795668621480718
8,ring,Corr,1e-05,1.5,0.0037717769261705406,30.267913137800996,10.290840967202254,70.0,9.790063767063746
9,ring,Corr,1e-05,1.5,0.003758562531462785,30.198341402144923,11.355410722430072,57.0,9.789607226921943
10,ring,Corr,1e-05,1.5,0.0037529083953674767,30.168553636532273,12.952265355271802,47.0,9.770926473054711
11,ring,Corr,1e-05,1.5,0.0038200286800070425,30.521410585975673,17.742829253796987,32.0,9.766501241889442
12,ring,Corr,1e-05,1.5,0.0037980206046724953,30.40589275157773,30.517666316530818,12.0,9.747000294915908
13,ring,Corr,1e-05,2.0,0.003723701064683122,30.014491808244383,12.301694949299245,157.0,9.729832707280254
14,ring,Corr,1e-05,2.0,0.003757283904716701,30.19160622539819,13.721121289603005,94.0,9.72075201053399
15,ring,Corr,1e-05,2.0,0.0037455951050474924,30.13000742609038,18.689113480666162,57.0,9.711959970430188
16,ring,Corr,1e-05,2.0,0.0037661507826952994,30.238300202769352,30.04452420309623,32.0,9.679899038610163
17,ring,Corr,1e-05,2.0,0.0037303842327932363,30.049771917702373,44.948500776285705,8.0,9.663796572829819
18,ring,Corr,1e-05,2.5,0.003787687821486959,30.3515967108695,18.925684537383454,94.0,9.660814002826958
19,ring,Corr,1e-05,2.5,0.003757228478604535,30.19131425428848,24.24853331352255,68.0,9.660451558786129
20,ring,Corr,1e-05,2.5,0.0037248736525079744,30.020683045424896,26.9099577015921,61.0,9.65451420096594
21,ring,Corr,1e-05,2.5,0.0037375795656804994,30.087737131177285,31.345665015041348,51.0,9.638443399122616
22,ring,Corr,1e-05,2.5,0.0037870008904007713,30.34798569429355,33.11994794042104,47.0,9.636251412970553
23,ring,Corr,1e-05,2.5,0.0037564290149442172,30.187102750722012,49.975635731528186,22.0,9.63508460659937
24,ring,Corr,1e-05,2.5,0.0037542067312302577,30.175394720151747,54.41134304497743,14.0,9.630826009613092
25,ring,Corr,1e-05,2.5,0.003718743465608225,29.988310121782675,57.95990889573683,1.0,9.597700615456066
26,ring,Corr,1e-05,3.0,0.0037873586196551603,30.34986620460095,18.452542423948866,219.0,9.588540793275527
27,ring,Corr,1e-05,3.0,0.003748757587511031,30.14667836988656,37.61479801804961,61.0,9.567373480857912
28,ring,Corr,1e-05,3.0,0.003782110996100574,30.322275836527837,48.260495570327805,43.0,9.554497284319877
29,ring,Corr,1e-05,3.5,0.003804303972857076,30.43889125951964,21.52796616127368,251.0,9.548595142778204
30,ring,Corr,1e-05,3.5,0.003818859538106964,30.515278285781676,22.769964209039472,188.0,9.548120265380371
31,ring,Corr,1e-05,3.5,0.0037634613127910414,30.224140205050592,24.01196225680526,164.0,9.521649748858403
32,ring,Corr,1e-05,3.5,0.003807058036097623,30.453350335209628,32.705948591165786,98.0,9.520615705232045
33,ring,Corr,1e-05,3.5,0.0037895551206140114,30.36141174503426,40.15793687776052,78.0,9.51348346619589
34,ring,Corr,1e-05,3.5,0.0038152142064073282,30.496154895214325,50.093921259886834,59.0,9.494347004023481
35,ring,Corr,1e-05,3.5,0.0038145037159699685,30.492427109403323,63.75589978531052,39.0,9.473510624140145
36,ring,Corr,1e-05,4.0,0.003759177074777272,30.20157829986804,31.700521600117284,141.0,9.470167748190185
37,ring,Corr,1e-05,4.0,0.0037455951050474924,30.13000742609038,37.378226961332324,114.0,9.444834149330891
38,ring,Corr,1e-05,4.0,0.003720091729137377,29.99543137559249,92.73585423317893,1.0,9.38017935157788
39,ring,Corr,2.6826957952797274e-05,1.5,0.0038193440606828794,30.51781972884431,23.59796290754999,22.0,9.364458140807384
40,ring,Corr,2.6826957952797274e-05,1.5,0.0038458019801349552,30.65647053113061,26.259387295619543,18.0,9.355402393699373
41,ring,Corr,2.6826957952797274e-05,2.0,0.003723701064683122,30.014491808244383,12.301694949299245,157.0,9.278845981403672
42,ring,Corr,2.6826957952797274e-05,2.0,0.0037977272072135535,30.404351560077565,14.430834459754884,82.0,9.235625360113191
43,ring,Corr,2.6826957952797274e-05,2.0,0.003776686748093008,30.293746276344436,25.786245182184956,39.0,9.234198088777433
44,ring,Corr,2.6826957952797274e-05,2.0,0.0037437456207367894,30.120256203036092,34.30280322400751,26.0,9.19627129897234
45,ring,Corr,2.6826957952797274e-05,2.5,0.0037602786900275743,30.20738033534267,15.377118686624057,188.0,9.10592459441108
46,ring,Corr,2.6826957952797274e-05,2.5,0.0037427025356907857,30.11475608172698,16.264260149313905,141.0,9.073185941103448
